연번,구인등록일,모집기간,사업장명,모집직종,구인인원,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,연락처
106,2019-07-16,2019-07-16 ~ 2019-07-30,수 데이케어센터,시설 요양보호사(노인요양사),2,상용직,월급,"1,800,000",,무관,무관,무관,,요양보호사    ,경기도 수원시 권선구 서부로1596번길 10수여성병원 별관 6층 (고색동),중소,수원고용,1588-1519
107,2019-07-16,2019-07-16 ~ 2019-07-30,수 데이케어센터,간호조무사,1,상용직,월급,"1,800,000",,무관,무관,무관,간호학,간호조무사  간호사  ,경기도 수원시 권선구 서부로1596번길 10수여성병원 별관 6층 (고색동),중소,수원고용,1588-1519
108,2019-07-16,2019-07-16 ~ 2019-07-29,(주)프레시원남서울,배송·납품 운전원(납품영업 포함),1,상용직,연봉,"27,600,000",,무관,무관,고졸,,자동차운전면허1종보통    ,경기도 안양시 만안구 박달로 337-53 (박달동),중소,안양고용,1588-1519
109,2019-07-16,2019-07-16 ~ 2019-07-29,(주)프레시원남서울,창고 관리원(자재 검수원 포함),2,상용직,연봉,"26,000,000",,경력,1년0개월,무관,,    ,경기도 안양시 만안구 박달로 337-53 (박달동),중소,안양고용,1588-1519
110,2019-07-16,2019-07-16 ~ 2019-07-31,제이엠티(JMT),머시닝센터(MCT) 조작원,1,상용직,월급,"1,800,000",,신입,무관,무관,,    ,경기도 시흥시 공단1대로 134층415호(삼양테크노파크1) (정왕동),중소,시흥센터,1588-1519
111,2019-07-16,2019-07-16 ~ 2019-08-17,(주)백년종합관리,아파트·빌라 경비원,1,상용직,월급,"1,400,000",,무관,무관,무관,,    ,경기도 안산시 단원구 풍전로 37-24트리플렉스 317동512호 (원곡동),중소,안산센터,1588-1519
112,2019-07-16,2019-07-16 ~ 2019-07-31,(주)한진스탭스,금속기계부품 조립원,1,상용직,월급,"1,745,150",,신입,무관,무관,,    ,경기도 이천시 서희로 2(주)한진스탭스 (중리동),중소,이천고용센터,1588-1519
113,2019-07-16,2019-07-16 ~ 2019-08-31,헤리티지너싱홈,사회복지사(사회복지시설),2,계약직,월급,"2,300,000",,경력,3년0개월,초대졸,가족·사회·복지학,사회복지사  사회복지사 1급  ,경기도 성남시 분당구 대왕판교로 155헤리티지너싱홈 (금곡동),중소,성남고용,1588-1519
114,2019-07-16,2019-07-16 ~ 2019-09-15,낮은소리의집,간호조무사,1,상용직,월급,"1,750,000",,무관,무관,무관,,간호조무사  요양보호사  ,경기도 하남시 서하남로23번길 33 (감북동),중소,하남고용센터,1588-1519
115,2019-07-16,2019-07-16 ~ 2019-09-15,낮은소리의집,사업체 구내식당 급식 조리사,1,상용직,월급,"1,700,000",,무관,무관,무관,,    ,경기도 하남시 서하남로23번길 33 (감북동),중소,하남고용센터,1588-1519
116,2019-07-16,2019-07-16 ~ 2019-09-15,궁을행복요양원,사회복지사(사회복지시설),2,상용직,월급,"1,900,000",,무관,0년0개월,무관,,사회복지사 1급  사회복지사2급  ,경기도 양평군 지평면 여양2로 1366,중소,광주센터,1588-1519
117,2019-07-16,2019-07-16 ~ 2019-09-15,오산신경정신병원,간호조무사,1,계약직,월급,"2,200,000",,무관,무관,무관,,자동차운전면허1종보통  간호조무사  ,경기도 오산시 가장산업동로 69-27오산신경정신병원 (궐동),중소,오산,1588-1519
118,2019-07-16,2019-07-16 ~ 2019-08-23,(주)올바른자산관리,청소원,1,계약직,월급,"1,630,000",,경력,1년개월,무관,,    ,경기도 고양시 일산동구 정발산로 24웨스턴돔.타워 1동 B2 (장항동),중소,고양고용,1588-1519
119,2019-07-16,2019-07-16 ~ 2019-09-15,(주)영암고속,"노선버스 운전원(시내, 마을, 시외, 고속)",20,상용직,연봉,"40,000,000",,경력,1년0개월,무관,,자동차운전면허1종대형    ,강원도 태백시 광장로 6 (황지동),중소,태백고용,1588-1519
120,2019-07-16,2019-07-16 ~ 2019-09-15,주식회사 다인,대기 환경 기술자 및 연구원,1,상용직,월급,"2,500,000",,무관,무관,무관,,대기관리기술사  대기환경기사  ,강원도 양양군 양양읍 포월새말길 23-14,중소,속초고용센터,1588-1519
121,2019-07-16,2019-07-16 ~ 2019-09-12,(유)군장공조,기계·금속 제도사(캐드원),1,상용직,월급,"2,000,000",,무관,무관,무관,,    ,전라북도 군산시 구암3.1로 203휘센 (구암동),중소,군산고용,1588-1519
122,2019-07-16,2019-07-16 ~ 2019-09-15,(주)정호이앤씨,제관 보조원(견습공),6,상용직,일급,"90,000",,무관,0년0개월,무관,,    ,전라북도 군산시 산단남북로 153-20 (오식도동),중소,군산고용,1588-1519
123,2019-07-16,2019-07-16 ~ 2019-07-31,(주)산지공업사,자동차 엔진·섀시·전기·전자 정비원,4,상용직,월급,"1,900,000",,무관,무관,무관,,    ,제주특별자치도 제주시 선반로 62산지공업사 (화북일동),중소,제주특별자치도지사,1588-1519
124,2019-07-16,2019-07-16 ~ 2019-09-14,오튼타이어(주),자동차 튜닝원,2,계약직,월급,"2,000,000",,무관,무관,무관,,    ,충청북도 청주시 청원구 1순환로 244 (내덕동),중소,청주고용,1588-1519
125,2019-07-16,2019-07-16 ~ 2019-09-11,온컴퍼니,웹 디자이너,2,상용직,연봉,"25,000,000",,경력,3년개월,무관,광고·홍보학,    ,충청북도 청주시 상당구 교동로 262층 201호,중소,청주고용,1588-1519
126,2019-07-16,2019-07-16 ~ 2019-07-30,음성장애인자립생활센터,경리 사무원,1,상용직,월급,"1,750,000",,경력,1년0개월,고졸,가족·사회·복지학,컴퓨터활용능력3급  사회복지사2급  ,충청북도 음성군 금왕읍 응천서길27번길 11102호,중소,음성고용센터,1588-1519
127,2019-07-16,2019-07-16 ~ 2019-08-31,한마음요양원,시설 요양보호사(노인요양사),1,상용직,월급,"1,900,000",,무관,무관,무관,,    ,충청북도 음성군 금왕읍 신내로565번길 42한마음요양원(선돌노인요양원),중소,음성고용센터,1588-1519
128,2019-07-16,2019-07-16 ~ 2019-07-31,ES테크,자재·구매 사무원(일반 사업체),1,상용직,월급,"1,745,150",,신입,0년0개월,무관,,    ,충청남도 아산시 신창면 학성로 102이에스테크(주),중소,아산센터,1588-1519
129,2019-07-16,2019-07-16 ~ 2019-07-30,주식회사서조코퍼레이션,가전 판매원(컴퓨터 포함),5,상용직,월급,"1,890,000",,무관,무관,고졸,,    ,서울특별시 중구 통일로 8612층 6.7.8호 (순화동),중소,인천여성문화회관,1588-1519
130,2019-07-16,2019-07-16 ~ 2019-09-15,금별산업,신발 제조기계 조작원 및 조립원,5,상용직,시급,"8,350",,무관,무관,무관,,    ,부산광역시 사상구 낙동대로1348번길 12 (삼락동),중소,동구여성새일센터,1588-1519
131,2019-07-16,2019-07-16 ~ 2019-07-30,미광안전산업(주),기타 자동차 운전원,2,계약직,월급,"1,900,000",,무관,무관,무관,,    ,경기도 화성시 장지안길 61-5610 (장지동),중소,이천시청,1588-1519
132,2019-07-16,2019-07-16 ~ 2019-07-30,삼우서비스 주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",4,계약직,월급,"1,340,950",,경력,1년개월,무관,,    ,경기도 안양시 만안구 안양로 503301호(석수동) (석수동),중소,고양시청,1588-1519
133,2019-07-16,2019-07-16 ~ 2019-09-15,(주)듀델코리아,환경 미화원,1,상용직,월급,"1,790,000",,무관,무관,무관,,    ,경기도 광명시 소하로76번길 21207호  (소하람 1차) (소하동),중소,광명시청,1588-1519
134,2019-07-16,2019-07-16 ~ 2019-07-30,(주)삼우에프앤지,지게차 운전원,2,상용직,연봉,"26,000,000",,경력,1년개월,무관,,지게차운전기능사    ,경기도 용인시 수지구 손곡로 29(주)삼우에프앤지 (동천동),중소,수원시청일자리센터,1588-1519
135,2019-07-16,2019-07-16 ~ 2019-09-15,삼도개발(주),청소원,1,계약직,월급,"1,220,000",,무관,무관,무관,,    ,경기도 수원시 장안구 경수대로 862창경빌딩 401호 (조원동),중소,수원시청일자리센터,1588-1519
136,2019-07-16,2019-07-16 ~ 2019-09-15,케이비엠플러스,아파트·빌라 경비원,2,파견근로,월급,"1,903,000",,경력,무관,무관,,    ,서울특별시 금천구 시흥대로 3022층 (독산동),중소,안양시청,1588-1519
137,2019-07-16,2019-07-16 ~ 2019-09-15,(주)가야산업,"전기용접원(아크,알곤,티그용접원)",8,상용직,월급,"1,745,150",,무관,무관,무관,,    ,전라남도 영광군 대마면 전기차로 89,중소,영광군청,1588-1519
138,2019-07-17,2019-07-17 ~ 2019-07-31,(법무법인)화우,사무 보조원(일반사업체),1,계약직,월급,"1,745,150",,무관,무관,무관,,    ,"서울특별시 강남구 영동대로 517아셈타워 18,19,23,34층 (삼성동)",대기업,서울동부지사,1588-1519
139,2019-07-17,2019-07-17 ~ 2019-08-31,쿠팡풀필먼트서비스유한회사,물류 사무원(물류 관리사),10,상용직,월급,"1,840,000",,무관,무관,무관,,    ,충청남도 천안시 서북구 입장면 용정리2길 22쿠팡입장물류센터,중소,경기동부지사,1588-1519
140,2019-07-17,2019-07-17 ~ 2019-07-29,기획재정부,승용차 운전원(자가용 운전원),1,계약직,월급,"1,800,000",,무관,무관,무관,,    ,"세종특별자치시 갈매로 477(어진동), 정부세종청사 4동",중소,대전지역본부,1588-1519
141,2019-07-17,2019-07-17 ~ 2019-08-16,(주)명도실업,세탁원(다림질원),1,상용직,월급,"2,100,000",,무관,무관,무관,,    ,"전라북도 전주시 덕진구 비석날로 59-1명도실업(태양기계 옆, 전북테크노파크 옆) (여의동)",중소,전북지사,1588-1519
142,2019-07-17,2019-07-17 ~ 2019-07-31,(주)광장이엠씨,사무 보조원(일반사업체),1,계약직,월급,"1,745,150",,무관,무관,고졸,,    ,서울특별시 관악구 쑥고개로 75광장빌딩 (봉천동),중소,한국지체장애인협회중앙회,1588-1519
143,2019-07-17,2019-07-17 ~ 2019-07-30,(사)한국장애인정보화협회,전자 부품·제품 생산기계 조작원,2,계약직,월급,"1,750,000",,무관,무관,무관,,    ,"서울특별시 강북구 삼양로155길 5(우이동,용천빌딩2층)",중소,한국장애인정보화협회,1588-1519
144,2019-07-17,2019-07-17 ~ 2019-07-31,(사)한국신장장애인협회,아파트·빌라 경비원,1,계약직,월급,"2,160,000",,무관,무관,무관,,    ,"서울특별시 중랑구 동일로136길 10제업무시설 301호 (중화동, 청원다미소아파트)",중소,한국신장장애인협회,1588-1519
145,2019-07-17,2019-07-17 ~ 2019-08-08,(주)유니에스,콜센터 상담원(콜센터·고객센터·CS센터),5,상용직,월급,"1,750,000",,무관,무관,무관,,    ,서울특별시 강남구 선릉로 514유니에스 (삼성동),중소,서울강남고용,1588-1519
146,2019-07-17,2019-07-17 ~ 2019-07-31,주식회사 제이앤피21,웹 디자이너,2,계약직,월급,"1,000,000",,무관,무관,고졸,,웹디자인기능사  컴퓨터그래픽스운용기능사  ,서울특별시 서초구 서초중앙로6길 17웰스빌딩 2층,중소,서초센터,1588-1519
147,2019-07-17,2019-07-17 ~ 2019-07-31,주식회사 제이앤피21,경리 사무원,1,계약직,월급,"1,950,000",,경력,1년0개월,고졸,,전산회계2급  전산회계1급  ,서울특별시 서초구 서초중앙로6길 17웰스빌딩 2층,중소,서초센터,1588-1519
148,2019-07-17,2019-07-17 ~ 2019-08-14,아주네트웍스　주식회사,환경미화원 및 재활용품 수거원,1,시간제,시급,"8,350",,경력,0년6개월,무관,,    ,서울특별시 용산구 한남대로 98일신빌딩 (한남동),중소,서울서부고용,1588-1519
149,2019-07-17,2019-07-17 ~ 2019-08-17,(주)제이엠커리어,시각 디자이너,1,계약직,월급,"2,000,000",,무관,무관,초대졸,,    ,서울특별시 영등포구 경인로 775에이스하이테크시티 1동 908호 (문래동3가),중소,서울남부고용,1588-1519
150,2019-07-17,2019-07-17 ~ 2019-09-16,함께가자장애인자립생활센타 도봉지서,사회복지사,2,계약직,시급,"8,350",,무관,0년0개월,무관,,사회복지사  자동차운전면허  ,서울특별시 도봉구 시루봉로 130정목빌딩 201호 (방학동),중소,서울북부,1588-1519
151,2019-07-17,2019-07-17 ~ 2019-09-10,(사)한국기능장애인협회(드림장애인작업장),기타 의복 제조원,2,상용직,시급,"8,350",,경력,1년0개월,무관,,    ,서울특별시 도봉구 도봉로 6672층,중소,서울북부,1588-1519
152,2019-07-17,2019-07-17 ~ 2019-08-16,(사)한국장애인중심기업협회 피복사업본부,기타 의복 제조원,2,상용직,월급,"1,745,150",,무관,무관,무관,,    ,서울특별시 강북구 삼양로76길 3 (수유동),중소,서울북부,1588-1519
153,2019-07-17,2019-07-17 ~ 2019-07-31,실버웰요양센터,시설 요양보호사(노인요양사),1,계약직,월급,"2,000,000",,무관,무관,무관,,요양보호사    ,"부산광역시 서구 시약로 35실버웰요양센터 (서대신동3가, 실버웰)",중소,부산고용,1588-1519
154,2019-07-17,2019-07-17 ~ 2019-07-31,실버웰요양센터,병원 급식 조리사,1,계약직,월급,"2,000,000",,무관,무관,무관,,    ,"부산광역시 서구 시약로 35실버웰요양센터 (서대신동3가, 실버웰)",중소,부산고용,1588-1519
155,2019-07-17,2019-07-17 ~ 2019-07-31,(주)제이에스개발,빌딩 전기관리원,1,상용직,월급,"1,900,000",,경력,2년0개월,무관,,  전기산업기사  ,부산광역시 중구 구덕로 90남포메디칼센터 9층 관리사무소 (남포동6가),중소,부산고용,1588-1519
156,2019-07-17,2019-07-17 ~ 2019-09-15,(주)트렉스타,의복·가죽·모피 수선원,1,상용직,시급,"8,350",,무관,무관,무관,,    ,부산광역시 강서구 녹산산업중로192번길 10 (송정동),중소,부산북부고용센터,1588-1519
157,2019-07-17,2019-07-17 ~ 2019-09-16,성진기업(주),광고디자이너,1,상용직,월급,"2,000,000",,경력,5년0개월,무관,디자인일반,정보처리기능사  컴퓨터그래픽스운용기능사  ,경상남도 창원시 성산구 완암로 50(성산동) 테크동 409호,중소,창원고용센터,1588-1519
158,2019-07-17,2019-07-17 ~ 2019-08-09,(주)성진포머,금형제조 보조원,1,상용직,시급,"8,350",,경력,3년0개월,무관,,    ,대구광역시 달서구 달서대로109길 93(주)성진포머 (호산동),중소,대구서부고용,1588-1519
159,2019-07-17,2019-07-17 ~ 2019-08-02,인천사랑요양병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,연봉,"20,940,000",,경력,0년6개월,무관,,    ,인천광역시 미추홀구 경인로 400인천사랑요양병원 (주안동),중소,인천고용복지+센터,1588-1519
160,2019-07-17,2019-07-17 ~ 2019-08-05,(주)티케이씨,전자 부품·제품 생산기계 조작원,3,상용직,시급,"8,350",,무관,무관,무관,,    ,인천광역시 남동구 남동서로269번길 4남동공단 16B-9L (논현동),중소,인천고용복지+센터,1588-1519
161,2019-07-17,2019-07-17 ~ 2019-08-09,(주)한스팝,약사 및 한약사,1,상용직,연봉,"40,000,000",,무관,무관,대졸,,    ,"인천광역시 남동구 은봉로 309-14층,5층 (논현동)",중소,인천고용복지+센터,1588-1519
162,2019-07-17,2019-07-17 ~ 2019-08-27,(주)우리복지요양원계양,간호조무사,2,계약직,월급,"1,750,000",,무관,무관,무관,,간호조무사    ,"인천광역시 계양구 오조산로57번길 11-1강남모던빌 5,8,9,10층 (계산동)",중소,인천북부고용,1588-1519
163,2019-07-17,2019-07-17 ~ 2019-07-31,삼도개발(주),주방 보조원(일반 음식점),2,상용직,월급,"2,953,353",,무관,무관,무관,,    ,경기도 수원시 장안구 경수대로 862창경빌딩 401호 (조원동),중소,수원고용,1588-1519
164,2019-07-17,2019-07-17 ~ 2019-07-31,(주)대현ST,총무 및 일반 사무원,2,상용직,월급,"1,745,150",,무관,무관,고졸,,    ,경기도 화성시 팔탄면 버들로 1337-11(주)대현에스티,중소,화성센터,1588-1519
165,2019-07-17,2019-07-17 ~ 2019-07-31,(주)대현ST,화학공학 기술자 및 연구원,2,상용직,월급,"1,745,150",,무관,무관,고졸,화학공학,    ,경기도 화성시 팔탄면 버들로 1337-11(주)대현에스티,중소,화성센터,1588-1519
